0.002, 0, 0.166339, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.01206, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.01812, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.02418, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.0322, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.04024, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.04631, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.05234, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.05839, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.06644, 0, 0.165475, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.07647, 0, 0.166339, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.09667, 0, 0.166339, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.11076, 0, 0.167202, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.12082, 0, 0.168065, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.12684, 0, 0.168065, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.13488, 0, 0.168065, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.1429, 0, 0.168929, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.15094, 0, 0.168929, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.15699, 0, 0.168929, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.16302, 0, 0.169787, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.16905, 0, 0.169787, 0.758977, 0.2126, 0.6744, -0.6744, 0.2126
0.17508, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.1832, 0, 0.169806, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.18927, 0, 0.169806, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.19528, 0, 0.169806, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.2013, 0, 0.169806, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.2074, 0, 0.169806, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.21341, 0, 0.169806, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.2215, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.22757, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.23563, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.24168, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.24972, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.25573, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.26376, 0, 0.170651, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.26979, 0, 0.171496, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.27582, 0, 0.171496, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.28385, 0, 0.171496, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.28991, 0, 0.172336, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.29604, 0, 0.173181, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.30409, 0, 0.173181, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.31011, 0, 0.173181, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.31617, 0, 0.173181, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.32222, 0, 0.173181, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
0.33027, 0, 0.174027, 0.751387, 0.2126, 0.6744, -0.6744, 0.2126
