0.00411, 0, 0.0216287, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.00638, 0, 0.0216287, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.01062, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.01475, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.01896, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.02302, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.02704, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.03309, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.03934, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.04139, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.04756, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.04967, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.05371, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.05776, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.06192, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.06594, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.07002, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.07403, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.07606, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.0801, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.08419, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.08829, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.09236, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.09439, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.09845, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.10252, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.10656, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.11057, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.11261, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.11663, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.12067, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.12471, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.12875, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.13483, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.13889, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.14291, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.147, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.15102, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.15512, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.15716, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.16128, 0, 0.0208143, 0.556303, 0.219329, 0.672231, -0.676482, 0.205843
0.16529, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.16936, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.17339, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.17549, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.17953, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.18354, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.18765, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.19171, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.19371, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.19773, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.20179, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.20584, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.2099, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.21395, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.21599, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.22007, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.2241, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.22815, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.23422, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.23839, 0, 0.0208143, 0.556303, 0.212597, 0.67439, -0.67439, 0.212597
0.24255, 0, 0.0208143, 0.55074, 0.212597, 0.67439, -0.67439, 0.212597
0.24655, 0, 0.0208143, 0.55074, 0.212597, 0.67439, -0.67439, 0.212597
